1	75.90509597
2	74.83482294
3	74.13078837
3	71.110503
5	70.13227455
7	69.54688019
8	69.17742712
8	68.60831815
10	68.54910911
11	68.07880746
12	67.67967523
12	67.555216
14	67.36543944
15	66.92025382
15	66.36728476
15	66.33354443
19	64.19950236
20	62.54956576
15	62.39838842
20	61.69960964
23	61.44982626
20	61.35524165
24	61.04856254
24	60.58636171
24	60.55784656
27	60.07717205
27	59.53792603
31	58.55302958
27	58.35311139
30	58.34839348
34	57.49622646
32	57.21666668
32	57.19962646
34	56.20020455
36	56.15741357
37	56.14673461
39	55.35899601
37	55.20600769
39	55.20059355
39	55.16726554
39	55.16173284
39	55.08632559
44	54.25705034
44	54.23191927
44	54.15919035
44	54.04726499
44	54.00993696
50	52.99865393
44	52.92476573
50	52.8508286
50	52.05600945
56	51.93955075
56	51.91835063
56	51.87946446
56	51.81716902
60	50.96893274
60	50.93462551
60	50.90590403
60	50.8961542
60	50.79506936
66	49.9418072
70	49.93869481
66	49.9371061
68	49.67518722
71	49.40172032
71	49.02254976
74	48.73222793
74	48.67220597
71	48.66451777
74	48.56170258
74	48.52268635
79	47.75549761
79	47.69962652
79	47.66417402
82	47.59798693
82	47.58479477
82	47.58194477
82	47.53846749
86	46.7202468
86	46.65825585
86	46.63259698
92	46.6154404
86	46.61257268
86	46.56438376
92	45.79940575
92	45.77073035
92	45.65764766
96	45.51291093
96	44.88178812
99	44.77126781
99	44.76430437
99	44.70267268
103	43.81763624
103	43.81535035
107	43.73145219
103	43.71606428
107	43.64753993
107	43.53636884
111	42.90414235
111	42.77382035
111	42.67745545
111	42.64707038
111	42.63975365
118	42.05195606
118	41.77910723
118	41.68099683
118	41.65130249
118	41.60456837
118	41.41940006
118	41.24876905
124	41.06491834
124	40.60606068
124	40.5721447
124	40.57140952
129	40.25830132
129	40.17216206
129	39.9174961
133	39.76297341
133	39.60019637
135	39.09002487
135	39.03986658
135	38.98796261
135	38.95716483
135	38.91604195
135	38.82278601
135	38.80473878
143	38.05881211
143	38.01035156
143	37.97794931
146	37.88275534
146	37.88256103
146	37.87951626
146	37.85098408
146	37.82248113
152	36.94525536
152	36.94503907
152	36.89485065
152	36.87982351
152	36.87708787
152	36.85841757
152	36.85256654
159	35.9726686
159	35.9164005
159	35.91223648
159	35.89079606
159	35.88920081
164	35.73583717
164	35.72049912
164	35.71423693
164	35.13622837
169	34.95814333
169	34.83412983
171	34.81669077
171	34.81149312
171	34.76832625
171	34.70013458
171	34.68374723
176	33.85950247
176	33.81262561
176	33.80993128
176	33.78745902
176	33.78562593
176	33.7278892
176	33.72733981
183	32.84042337
183	32.8116105
183	32.80690568
183	32.79152483
183	32.78827064
188	31.97467323
188	31.96269918
188	31.91543141
188	31.84567492
188	31.82987823
194	31.07087326
194	31.0141512
197	30.99157078
194	30.97033258
197	30.8962832
197	30.8697304
197	30.84706949
202	30.02297482
202	29.99388808
202	29.99254944
202	29.96859305
202	29.9543247
202	29.9303035
202	29.92002544
202	29.90926164
210	28.99094395
210	28.97236805
210	28.9653037
210	28.92867749
214	28.08548289
214	28.04230207
214	28.02774147
214	27.97843814
214	27.95677965
214	27.92635478
220	27.05205715
220	27.04399945
220	27.03287506
220	27.01865534
220	26.97313351
220	26.96963631
220	26.95281547
220	26.92780752
220	26.61252088
220	24.36376564
220	24.03140487
